,num_pipeline__longitude,num_pipeline__latitude,num_pipeline__housing_median_age,num_pipeline__total_rooms,num_pipeline__total_bedrooms,num_pipeline__population,num_pipeline__households,num_pipeline__median_income,num_pipeline__rooms_per_household,num_pipeline__population_per_household,num_pipeline__bedrooms_per_room,cat_pipeline__<1H OCEAN,cat_pipeline__INLAND,cat_pipeline__ISLAND,cat_pipeline__NEAR BAY,cat_pipeline__NEAR OCEAN
5115,0.6338664181190531,-0.7830950128850501,0.8211732127962406,0.07535601540326098,0.19311408210082995,0.08538017050710274,0.07727366438910578,-0.6387904755921416,-0.05591629919605027,-0.018984284723598668,0.10828592490383117,1.0,0.0,0.0,0.0,0.0
16528,-0.796340985577454,1.0499237208324415,-0.5299237851273844,-0.621818811215297,-0.6716122161849413,1.4503677545385647,-0.6841289490196741,-0.17389245534028205,-0.028498149228439847,0.8445256854096648,-0.2232971381454787,0.0,1.0,0.0,0.0,0.0
2386,0.04085359219611322,0.6851904013682463,-0.3709711971363697,-0.04856577734658146,0.042623041238941575,0.12042478113692205,0.019512086820163855,-0.8047917015416866,-0.1721332778121023,-0.0014023394590690793,0.0867985329862351,0.0,1.0,0.0,0.0,0.0
6592,0.68369942870081,-0.6755454443250968,0.7416969188007332,-0.2119589559352626,-0.647724749381467,-0.5506795124241177,-0.6736268440071392,5.850076059364382,1.3484790151756674,0.01576854405555928,-1.4422596870538693,1.0,0.0,0.0,0.0,0.0
20580,-1.0953390490680097,1.4614177222792228,0.26483915482768905,-0.3156860861629085,-0.3634638944201223,-0.2466675152104352,-0.35856369363109236,-0.5417330953044527,-0.02707761215037737,0.004586693713100476,-0.2563609538435154,0.0,1.0,0.0,0.0,0.0
11643,0.753465643515274,-0.8485599676606751,-0.3709711971363697,0.6173991162831274,0.3292726428806337,0.12392924219990398,0.36345602598068166,0.4090298616772243,0.3073430476640663,-0.0554774895570305,-0.6974168652894619,1.0,0.0,0.0,0.0,0.0
7337,0.7086159339916885,-0.7784189446867922,0.26483915482768905,-0.6718464979180112,-0.3921288545842915,0.2903911426915457,-0.3638147461373598,-0.7572877103234567,-0.8409413928213956,0.15251060475708203,1.6406371264007298,1.0,0.0,0.0,0.0,0.0
8627,0.5890167085954676,-0.8205035584711206,0.3443154488231964,-0.04351711171603233,-0.23447157368136082,-0.2878449327004729,-0.219410802215005,1.1039859278952464,0.25744522247592944,-0.039806522734369736,-0.647571487919124,1.0,0.0,0.0,0.0,0.0
5868,0.6089499128281747,-0.6802215125233547,1.377507270764792,0.0335897815505363,-0.11025674630329423,-0.13102030013203148,-0.025121859483109448,0.2178578262215595,0.03463999599289208,-0.042677904492656696,-0.5137795521550952,1.0,0.0,0.0,0.0,0.0
14750,1.2517957493328715,-1.4330684924430381,-0.29149490314086235,-0.628703355256955,-0.609504802495908,-0.3815892661352395,-0.5265973738316507,-0.4408922112914179,-0.4613401438205048,0.01839245925147707,0.13731673203497738,0.0,0.0,0.0,0.0,1.0
9513,-1.812934401445349,1.6391083138130624,0.8211732127962406,-0.5593989452375986,-0.6572797361028567,-0.6707073038312488,-0.5817334251474588,-0.4558160315413929,-0.12981124905192654,-0.06237405711545924,-0.45821570960871927,1.0,0.0,0.0,0.0,0.0
1879,-0.1833949554218071,1.536234813451367,-0.3709711971363697,-0.6332930512847269,-0.7671620833988386,-1.0439324070388245,-1.0595792032177966,0.38496257409099677,2.9415713391051357,-0.05631936489273665,-0.6622331332492746,0.0,1.0,0.0,0.0,0.0
15270,1.1371798249948222,-1.194589014331835,-0.8478289611094139,0.26950015737801414,-0.05292682597495579,0.0319371392966283,-0.06187922702698158,1.004353663127808,0.5116949342039069,-0.002375246269058626,-0.8516657672247583,0.0,0.0,0.0,0.0,1.0
6512,0.7684155466898025,-0.7316582627042024,0.6622206248052258,-0.7099409749485183,-0.6405585093404247,-0.45693517898935104,-0.676252370260273,-0.4010603248495834,-0.35865353545077744,0.055063378480887507,0.5184361873601133,1.0,0.0,0.0,0.0,0.0
17754,-1.1202555543588881,0.7974160381264609,-0.45044749113187704,2.2816228959532334,2.1709963334285054,4.036660019019229,2.4008643984124514,0.5123405328443038,-0.02351194183964795,0.10056118652632605,-0.3730339721036353,1.0,0.0,0.0,0.0,0.0
7564,0.6886827297589886,-0.8158274902728626,0.18536286083218173,-0.8040297435178431,-0.7480521099560592,-0.23878247781872586,-0.6631247389946043,-0.9250230421471184,-0.7123375177171415,0.13546015120286153,0.6171472094676014,1.0,0.0,0.0,0.0,0.0
12521,-0.9458400173227318,1.3678963583140467,1.854365034737836,-0.5075353801237756,-0.3085227207721313,-0.5646973566760454,-0.34281053611229,-1.038528153907491,-0.495525717064971,-0.08465975423233198,0.8300109692786856,0.0,1.0,0.0,0.0,0.0
18413,-1.1352054575334167,0.7646835607386484,-0.9273052551049211,-0.31247329894346815,-0.6596684827832041,-0.4937320201506613,-0.6053631614256624,1.821590467802491,0.7036149660922673,0.009235008055853696,-1.2668073789903047,1.0,0.0,0.0,0.0,0.0
7455,0.7036326329335171,-0.8017992856780853,1.2185546827737772,-0.5828063949792355,-0.6214485358976451,-0.46219187058382394,-0.6001121089193949,-0.14378207152607225,-0.15144419550449204,0.018647852420195614,-0.17672381773343188,1.0,0.0,0.0,0.0,0.0
11212,0.8282151593879165,-0.8485599676606751,0.026410272841167023,-0.5479247051681687,-0.5043999485606209,-0.34041184864520185,-0.6001121089193949,-0.7793581487213068,-0.043773784986281115,0.06287450027482083,0.19037621479839625,1.0,0.0,0.0,0.0,0.0
20276,0.1803860218250411,-0.6755454443250968,-1.0862578430959358,1.365978538412731,1.0793391005097281,1.1630019473740465,1.2981433720962874,0.613549257497303,0.07888188837462393,-0.028493607004310896,-0.5918044050299598,0.0,0.0,0.0,0.0,1.0
14650,1.1820295345184075,-1.3395471284778588,0.18536286083218173,-0.3147681469573541,-0.15803167991024292,-0.4297756057512411,-0.09863659457085372,-0.5282806376143345,-0.4673657144503844,-0.09270181400403929,0.4352927633958907,0.0,0.0,0.0,0.0,1.0
18745,-1.3644373062095154,2.298433929767566,-1.4041630190779653,5.083632320908004,4.21576349180591,4.454567000779825,4.640438292335518,-0.1656423152725143,0.2330363841300998,-0.019745638086157476,-0.7228494982344821,0.0,1.0,0.0,0.0,0.0
10697,0.9079479763187304,-0.9467573998241124,-0.9273052551049211,-0.06371177423822887,0.06889925472276336,-0.5655734719417909,0.05889498061716971,-0.3623319603276414,-0.2515017934217859,-0.13838484703187767,0.2018707402383618,1.0,0.0,0.0,0.0,0.0
5059,0.6089499128281747,-0.759714671893757,0.5032680368142111,0.5223924085082481,-0.24402656040275056,0.13707097118608622,0.654889440078525,-0.1675340671351872,-0.15397120816088178,-0.08515611849988498,-1.5533116589428617,1.0,0.0,0.0,0.0,0.0
17970,-1.1900217691733521,0.7880639017299417,-1.4041630190779653,-0.4253798212266579,-0.10547925294259936,-0.2913493937634548,0.11403103193297791,-0.07221079272161501,-0.8797431536145284,-0.09367108633887175,1.1740952878263953,1.0,0.0,0.0,0.0,0.0
2372,0.010953785847056235,0.49814767343789074,0.18536286083218173,-0.4437386053377457,-0.3945176012646389,-0.048665465151956105,-0.40057211368123197,-0.7875557401262226,-0.24067280243136518,0.07328632592094005,0.14084491732474821,0.0,1.0,0.0,0.0,0.0
8718,0.5989833107118177,-0.8345317630658978,0.026410272841167023,0.470069873791648,0.11667418832971205,0.17474392761314197,0.29256681714607113,1.329472240193283,0.21155506042340877,-0.037927824944073936,-0.8464308869350822,1.0,0.0,0.0,0.0,0.0
11622,0.7634322456316239,-0.8485599676606751,-0.21201860914535503,0.673393407821945,0.23850026902743118,0.5654913361356273,0.3897112885120189,1.0386679399701793,0.3426376706306003,0.008316909720340878,-0.9228467165612136,1.0,0.0,0.0,0.0,0.0
5829,0.6338664181190531,-0.6755454443250968,1.854365034737836,0.14879115184761205,-0.16519791995128522,-0.054798272012174486,-0.08813448955831882,0.5448156064868552,0.35083328369574834,-0.015006568686335979,-0.87829682034691,1.0,0.0,0.0,0.0,0.0
1342,-1.170088564940652,1.1153886756080662,-1.6425919010644874,0.05148959605884688,-0.13892170646746343,0.08713240103859371,-0.04087501700191179,0.6487568616081594,0.09190896319665588,0.004467925043058629,-0.6231090727384242,0.0,1.0,0.0,0.0,0.0
3182,-0.1086454395491717,0.31578101370579315,-0.29149490314086235,1.0768276886630987,1.1748889677236254,0.8651227570205823,1.2115010057428743,-0.826967237265241,-0.09834904372695918,-0.050796583114344776,-0.11402808184035569,0.0,1.0,0.0,0.0,0.0
18497,-0.9807231247299674,0.6337536511873986,-0.13254231514984768,-0.12704957942148168,-0.21058410687788645,0.3114179090694373,-0.26929580102454576,-0.31845382684620116,0.19375987321747357,0.11964631093082413,-0.37089628498112054,0.0,1.0,0.0,0.0,0.0
16419,-0.8661072003919179,1.0592758572289573,0.7416969188007332,-1.1069496813507913,-1.1780265124185973,-1.1403050862708275,-1.2118597258995525,-0.5083646943934172,0.19386167091506154,0.0162447763251033,-0.2996632640117354,0.0,1.0,0.0,0.0,0.0
13432,1.0674136101803582,-0.7176300581094252,0.42379174281870374,-0.593362695843111,-0.6501134960618143,-0.5191393628572804,-0.5502271101098541,-0.08739735628585014,-0.3088706464550069,-0.01941932133232427,-0.2628252361596351,0.0,1.0,0.0,0.0,0.0
10212,0.8331984604460879,-0.8205035584711206,0.5032680368142111,-0.26428149065186274,-0.43990378819124015,-0.3815892661352395,-0.3743168511498947,0.7473907017814089,0.1280337763057515,-0.028037762474530204,-0.6702464969585324,1.0,0.0,0.0,0.0,0.0
7924,0.743499041398924,-0.8392078312641558,0.18536286083218173,-0.11970606577704657,0.15011664185457613,0.5392078781632628,0.2453073445896641,-0.1273868887162406,-0.5505543350700548,0.029526512146408206,0.610796800493087,1.0,0.0,0.0,0.0,0.0
15522,1.2517957493328715,-1.1665326051422804,-0.13254231514984768,0.5421281014276674,0.3268838962002863,0.8940345607901833,0.5708725999782458,-0.02570522609757356,-0.044562166653255346,0.026881411758111557,-0.5867691655302392,1.0,0.0,0.0,0.0,0.0
15740,-1.4242369189076294,1.0031630388498516,-0.3709711971363697,-0.2757557307212926,0.3794363231679298,-0.048665465151956105,0.2243031345645943,-1.5406831761214357,-0.7526475788238226,-0.06531506384260846,2.0185459046746193,0.0,0.0,0.0,1.0,0.0
5331,0.5541336011882392,-0.7456864672989797,-0.7683526671139065,0.4058141294028408,1.1916101944860575,0.34471028916776564,1.253509425793014,-0.31587894236645186,-0.7054772778232842,-0.10676774788877942,1.2689671437264958,1.0,0.0,0.0,0.0,0.0
7427,0.68369942870081,-0.7877710810833081,0.9801258007872552,-0.8990364512927224,-0.8436019771699566,-0.5594406650815725,-0.8259073666888952,-0.9074192400916902,-0.6803846595801217,0.09988282259781618,0.9036348804722083,1.0,0.0,0.0,0.0,0.0
13835,1.1820295345184075,-0.5212351937825503,-1.3246867250824579,0.843671130452284,0.5347048573905131,0.7258204297670505,0.6181320725346529,0.030259099839832403,0.24854386230247325,-0.0028496793417648325,-0.6887800893756502,0.0,1.0,0.0,0.0,0.0
7422,0.68369942870081,-0.7830950128850501,0.6622206248052258,-0.23444846647134512,-0.009929385728701978,0.5208094575826077,-0.051377122014446684,-0.46774457800880237,-0.388221699424515,0.09565405607606586,0.5819142089079238,1.0,0.0,0.0,0.0,0.0
9418,-1.4541367252566793,1.0358955162376642,0.7416969188007332,-1.1005241069119105,-1.2138577126238088,-1.1946242327470475,-1.2223618309120874,4.407405069424906,0.6205826489542593,-0.10762175390702786,-1.4644864607785542,0.0,0.0,0.0,1.0,0.0
6283,0.8182485572715594,-0.7503625354972376,0.5032680368142111,-0.2193024695796977,-0.3300214408952582,0.2343197656838348,-0.2535426435057434,-0.0048959556081718736,-0.03172291103902927,0.09505541261490554,-0.4568727185928452,1.0,0.0,0.0,0.0,0.0
4568,0.653799622351753,-0.7363343309024604,1.0596020947827625,-0.04443505092158671,1.7792418778515264,2.231862571583535,1.8101209914573635,-1.1991694162461295,-1.2690185891995627,0.020800165461774274,4.586859649476982,1.0,0.0,0.0,0.0,0.0
11414,0.7933320519806809,-0.909348854238042,-0.5299237851273844,0.6054659066109203,-0.040983092573218624,0.3044089869434734,0.07202261188283833,1.6937921197463677,0.7932418783648542,0.0228626453798442,-1.2976358284197214,1.0,0.0,0.0,0.0,0.0
11568,0.773398847747981,-0.8766163768502295,-0.29149490314086235,-0.4033492802933526,-0.318077707493521,-0.01975366138235518,-0.30080211606215046,-0.12533749086501175,-0.3354001590115285,0.04705158333892145,0.2521080904619407,1.0,0.0,0.0,0.0,0.0
12748,-0.8960070067409749,1.4006288357018593,0.10588656683667437,1.5413049266736192,1.1486127542398037,0.9685043583785493,1.4425473160186422,0.39163625427320414,0.10500164553258547,-0.05926737396360445,-0.6925339829173068,0.0,1.0,0.0,0.0,0.0
2746,1.9943076070010963,-1.3348710602796008,0.026410272841167023,-0.14540836353256945,-0.4064613346663761,-0.22213628776956168,-0.36644027239049354,0.08937634554835971,0.3857705490222441,0.013559666734762398,-0.8764019102960213,0.0,1.0,0.0,0.0,0.0
3096,0.9179145784350803,0.04456905820677417,0.5032680368142111,0.12767855011986112,0.13578416177249153,0.38851605245503973,-0.17740238216486542,-0.1273868887162406,0.5020160262260979,0.10585348057239606,-0.15750921547970015,0.0,1.0,0.0,0.0,0.0
9688,-1.0305561353117243,0.49814767343789074,0.26483915482768905,0.6660498941775099,0.47259744370147977,1.314569888348015,0.5603704949657109,0.1576896072559918,0.11229744360628424,0.08658071894737929,-0.5352826750208667,1.0,0.0,0.0,0.0,0.0
2540,-2.286348001972068,2.4106595665257813,1.854365034737836,-0.6305392336680637,-0.6214485358976451,-0.7320353724334326,-0.5659802676286565,-1.0980657889188346,-0.3807526383649962,-0.08795835582296134,0.08602978751602033,0.0,0.0,0.0,0.0,1.0
19439,-0.7116248675884616,0.9564023568672619,-1.0862578430959358,-0.6452262609569339,-0.8531569638913463,-0.892364466064856,-0.7970265779044242,1.6294200077526382,0.32376280430144677,-0.08790259019418484,-1.0659356835899099,0.0,1.0,0.0,0.0,0.0
3055,0.12058640912692713,-0.016219828370589467,0.26483915482768905,0.029918024728318747,0.34838261632341316,1.0999216482403718,0.46060049734662944,-1.2640670148683797,-0.5520851633912318,0.07521129566678725,0.6149476513280481,0.0,1.0,0.0,0.0,0.0
20226,0.1355363123014556,-0.628784762342507,-0.21201860914535503,0.4714467825999796,0.9431805397299243,1.1814003679547016,0.9725781167077056,-1.0188224053379817,-0.47215122816494387,0.007637819891761865,0.6404215752358821,0.0,0.0,0.0,0.0,1.0
17487,-0.12359534272369312,-0.5633198075668822,-1.0862578430959358,-0.5304838602626354,-0.45901376163401963,-0.663698381705285,-0.31655527358095276,-0.41519591515677795,-0.588233789625203,-0.11518978646820936,0.30127636448633305,0.0,0.0,0.0,0.0,1.0
12665,-0.9308901141482033,1.3351638809262343,0.18536286083218173,0.7615155715551664,0.5992010177598938,0.5751286040588276,0.712651017647467,-0.2520323170012424,0.05023845498476178,-0.0344378260262541,-0.47798213014585517,0.0,1.0,0.0,0.0,0.0
20008,0.2551355376976765,0.24096392253364896,-0.6888763731183991,-0.6222777808180742,-0.6310035226190349,-0.5033692880738616,-0.6631247389946043,-1.1728950848201174,-0.0968059933631922,0.030033963170407723,-0.01170605578835428,0.0,1.0,0.0,0.0,0.0
20617,-0.9757398236717888,1.601699768226992,-0.6888763731183991,-0.9531948644204312,-1.022757978196014,-0.9799759926394042,-1.0123197306613896,-0.29706652106542736,-0.2001717670236407,-0.03443193988696472,-0.3058829355566468,0.0,1.0,0.0,0.0,0.0
320,-1.3046376935114015,0.9891348342550744,-0.05306602115434032,-0.817798831601159,-0.8316582437682194,-0.8687093538897279,-0.8862944705109709,-1.6112560303317045,-0.06084433740112396,-0.035860636695596824,0.11203394323854139,0.0,0.0,0.0,1.0,0.0
18657,-1.1900217691733521,0.6244015147908792,-0.45044749113187704,0.7739077508301505,1.1868327011253625,0.3657370555456572,0.9857057479733742,-0.41498572050536986,-0.19223913781151244,-0.08567830993244434,0.40121800135925645,0.0,0.0,0.0,0.0,1.0
11728,-0.22326136388721404,1.685868995795652,0.26483915482768905,-0.5924447566375566,-0.22252784027962363,-0.5270244002489897,-0.5160952688191158,-1.0722643954584905,-0.3827335908972461,-0.03261965005050534,1.8283819790543487,0.0,1.0,0.0,0.0,0.0
11391,0.7983153530388595,-0.8859685132467455,-0.8478289611094139,0.0808636506365873,0.0044030943533826285,0.010910372918736713,-0.01724528072370828,-0.14104954105776682,0.10192668352269547,-0.0157114260902388,-0.3493110958871031,1.0,0.0,0.0,0.0,0.0
5605,0.6388497191772246,-0.8625881722554523,-1.4836393130734726,0.4911824755193989,1.143835260879109,1.2514895892143403,1.177369164452136,-0.9813026600616365,-0.5878106344018319,-0.00771488404155081,0.9511919895142835,1.0,0.0,0.0,0.0,0.0
16682,-0.49734292208689124,-0.24067110188701876,0.8211732127962406,-0.45062314937940356,-0.48767872179818883,-0.49110367435342483,-0.47933790127524367,-0.5176132590553735,-0.08387086796691301,-0.03183594820945025,-0.19877883945075916,1.0,0.0,0.0,0.0,0.0
3515,0.5491503001300607,-0.6474890351355422,0.42379174281870374,-0.4157414595683368,-0.3300214408952582,-0.26857039685407225,-0.25879369601201085,0.14807320195407137,-0.4312402918229145,-0.026562685409846017,0.26304650849043715,1.0,0.0,0.0,0.0,0.0
17892,-1.1651052638824737,0.8067681745229769,1.0596020947827625,0.26904118777523695,0.40810128333209905,0.44984412105722354,0.4579749710934957,-0.3426787604209844,-0.25302735182817027,-0.01920580751694524,0.09324372787719218,1.0,0.0,0.0,0.0,0.0
14265,1.2268792440419931,-1.3769556740639326,0.5827443308097184,-0.5584810060320442,-0.4064613346663761,-0.007488047661918422,-0.37956790365616216,-1.0115181412015506,-0.5527100260158188,0.07702487653034465,0.7030561627559907,0.0,0.0,0.0,0.0,1.0
8606,0.6039666117699961,-0.8251796266693818,-0.5299237851273844,-0.24041507130744863,0.009180587714077497,-0.11086964901988537,0.1009034006673093,-0.23469125826007442,-0.580909252524034,-0.05904064100709008,0.6659010245250748,1.0,0.0,0.0,0.0,0.0
17791,-1.1152722533007167,0.8114442427212348,-0.21201860914535503,0.1602653919170419,0.0044030943533826285,0.4419590836655142,0.048392875604634816,0.652908205973469,0.12438601969549622,0.05403985851357706,-0.5242733234197682,1.0,0.0,0.0,0.0,0.0
16491,-0.7365413728793401,1.0733040618237346,-0.9273052551049211,-0.07518601430765873,-0.136532959787116,0.19489457872528806,-0.12226633084905723,-0.3113072086983259,0.0072717721322922,0.04648450507594397,-0.3102691867037119,0.0,1.0,0.0,0.0,0.0
12029,1.0524637070058367,-0.7971232174798274,-1.0067815491004286,0.6766061950413854,0.8189657123518578,1.2217016701789938,0.9384462754169671,-0.4494050946734459,-0.24736429468628718,0.016438060792795944,0.004999965293498236,0.0,1.0,0.0,0.0,0.0
11238,0.803298654097038,-0.8485599676606751,0.026410272841167023,-0.2119589559352626,-0.16519791995128522,0.18000061920761487,-0.18790448717740033,-0.08429698517758069,-0.13756832361281912,0.06139363759536117,0.02180823437645257,1.0,0.0,0.0,0.0,0.0
15775,-1.4342035210239794,0.9984869706515936,1.854365034737836,0.20983410901697888,0.3459938696430657,-0.13802922225799535,0.3660815522338154,-0.15366122014225267,-0.22994444723866322,-0.0961559032531035,0.10511062901027454,0.0,0.0,0.0,1.0,0.0
14484,1.147146427111179,-1.3114907192883076,0.5032680368142111,-0.5589399756348215,-0.8221032570468296,-0.8389214348543815,-0.846911576713965,2.205195706622269,0.9906049313450781,-0.038918874031721576,-1.2266205100053813,0.0,0.0,0.0,0.0,1.0
18110,-1.2249048765805877,0.7833878335316836,-0.7683526671139065,0.11345049243376809,0.7688020320645617,0.08187570944412081,0.7467828589382053,-0.2587585458463015,-0.6767078890833391,-0.1002205979728112,1.3256795858427644,1.0,0.0,0.0,0.0,0.0
14281,1.216912641925643,-1.3676035376674132,1.2185546827737772,-0.4318053956655386,-0.2965789873703941,-0.026762583508319043,-0.35856369363109236,-1.2191379081298988,-0.29466519937526153,0.06420856607411013,0.4680919652646743,0.0,0.0,0.0,0.0,1.0
17220,-0.0737623321419362,-0.5446155347738469,0.42379174281870374,0.2864820326807703,-0.009929385728701978,-0.14153368332097727,0.006384455554495236,1.0371440287474714,0.4052687212832362,-0.05011077406971967,-0.793205069318683,1.0,0.0,0.0,0.0,0.0
11855,-0.40266020198154884,1.9570809512946679,-1.4836393130734726,-0.6314571728736181,-0.6668347228242464,-0.8030007089588167,-0.7628947366136858,-0.8937040390873119,0.22876439968352466,-0.056985485229649,-0.14593782268030522,0.0,1.0,0.0,0.0,0.0
5012,0.6189165149445246,-0.759714671893757,1.2185546827737772,-0.401972371485021,-0.17714165335302237,-0.5611928956130635,-0.14327054087412702,-1.0217125817948431,-0.5693212724944193,-0.11509315888947691,0.7740391289713818,1.0,0.0,0.0,0.0,0.0
14015,1.1969794376929361,-1.348899264874378,1.854365034737836,-0.7278407894568288,-0.24402656040275056,-0.9160195782399839,-0.7838989466387556,-0.4176657023108232,-0.08008682210266128,-0.10395014403798165,3.1512306807481276,0.0,0.0,0.0,0.0,1.0
5529,0.5790501064791177,-0.7830950128850501,1.2185546827737772,-0.38361358737393325,-0.5521748821675696,-0.5901046993826644,-0.571231320134924,1.135672771595017,0.3638284493821648,-0.037151649331181785,-0.6920376977986159,1.0,0.0,0.0,0.0,0.0
